acn,summary,primary_problem,rationale,text,group
1595895,"A flight attendant reported that catering personnel consistently load broken service carts without functioning brakes onto the aircraft, creating a severe hazard for both crew and passengers. Despite tagging the carts as defective and filing multiple reports, the broken equipment continues to be cycled into service.",equipment/tooling,"This is classified as Equipment / Tooling because the recurring hazard involves defective non-flight hardware, specifically galley service carts lacking functional brakes. This fits directly into the ""Ground Support & Cabin Equipment (GSE) Failures"" repeating issue newly established for this category. It is not classified as Aircraft because the carts are movable cabin accessories rather than integrated structural or mechanical systems of the airplane. It is not Procedure because the flight attendants are correctly tagging the carts; the primary failure lies in the continued circulation of broken tools.",Narrative 1 - 'I have written to you in the past in regard to Company placing broken service carts on board the aircraft. These service carts have no brakes and are a safety hazard as well as being dangerous to cabin crew and passengers. I have recently submitted three reports to the company about 4 broken carts with no resolve. In these reports; I have provided the company with pictures and serial numbers of the carts involved. In one incident; while serving; two passengers had to assist me with controlling a run-away cart. My most [recent] report involved 2 carts without brakes; 1 cart without brake pedals on one side of the cart. I wrote a report about this cart on [before]. I tagged this cart as broken without brake pedals; yet in just a little under 1 month; the cart shows up on the aircraft without brake pedals. The continuance of negligence in regard to placing carts without brakes on the aircraft is a safety hazard to fight attendants and passengers as flight attendants cannot control run-away carts; it is extremely difficult to maintain control of a cart without brakes at 35;000 feet. The blatant disregard of Company in placing carts without brakes on the aircraft is horrific; there are carts without brakes placed on airplanes every day. When is it going to stop? I am writing to you as a last resort for all else has failed; broken carts are so prevalent that flight attendants have just given up. We place the red stickers on the carts in hopes that they will be fixed but the same carts show up time after time without being fixed. I am earnestly asking you to look into this matter. Thank you for reviewing my report.Catering should check the carts for working brakes before placing them on the aircraft.',equipment/tooling
1417760,"A dispatcher reported that their primary dispatch software program crashed multiple times per shift over several consecutive days. These repeated crashes severely compromised safety by blocking access to reroute calculations, weather updates, NOTAMs, and ACARS communications with enroute flights.",equipment/tooling,"This incident fits Equipment / Tooling because the primary failure point was the ground-based dispatch software and flight planning computer system. This directly aligns with the ""Dispatch & Flight Planning Software Failures"" criteria added to the reference guide. It is not classified as Software and Automation because that label is primarily reserved for the aircraft's internal FMS or autopilot coding rather than external corporate ground software. It is not ATC Equipment / Nav Facility / Buildings because the failing software belongs to the airline's dispatch tooling, not an FAA or ATC air traffic control facility.",Narrative 1 - 'This is the 4th day in a row I have worked [this] dispatch desk and every day the dispatch program randomly crashes 4 to 5 times per shift. Each time it crashes I no longer have the ability to calculate a reroute; ACARS is unavailable; no access to amend releases; no access to weather; NOTAMs; field condition reports; no way to quickly calculate performance data. This can be a safety issue due to lack of available communication with enroute flights; ability to calculate reroutes or diversions.This issue needs to be address quickly by IT and determine the root cause of the issue and quickly develop a remedy.',equipment/tooling
1312509,"Shortly after takeoff in gusty instrument conditions, a B737's flight director erroneously commanded a 30-degree right bank turn away from the assigned departure course. The pilot monitoring noticed the deviation, instructed the flying pilot to disregard the flight director, and successfully re-established the correct heading.",equipment/tooling,"This is classified as Equipment / Tooling because the inciting event was a malfunctioning piece of aircraft navigation hardware, specifically the flight director generating an erroneous turn command. This matches the ""Aircraft Navigation Equipment Malfunctions"" sub-category where specific instrumentation provides misguided cues. It is not classified as Software and Automation because the narrative treats the flight director as an isolated equipment failure rather than explicitly citing an FMS database or software logic corruption. It is not Human Factors because the pilots successfully identified the equipment's error and corrected the flight path without committing an operational mistake.","Narrative 1 - 'We departed in a B737.The weather was gusty winds with IMC off the end of the runway. At 400 feet AGL; we engaged LNAV and confirmed LNAV to a fix. Passing approximately 6000 feet; I was distracted by my duties during a very high workload environment. I was contacting Departure Control; setting the thrust levers to climb thrust; retracting flaps; setting gear handle to Off; and placing autobrake switch to off.I then looked at my HSI and noticed we were off course to the right approaching one dot deflection. I then looked over at the FO's (First Officer) PF's (Pilot Flying) attitude indicator and saw the aircraft was in a 30 degree right bank turn. The F/O (PF) was following his flight director which was commanding a 30 degree right bank turn. I immediately directed the F/O (PF) to turn left; explaining we were off course. He complied and banked left disregarding the flight director commands. As we were trying to figure out why the flight director was giving us erroneous commands; NorCal Departure told us we were right of course and to turn to a heading of 110 degrees. Once we selected HDG SEL the flight director gave us correct commands.'
Narrative 2 - 'We immediately went into the weather and were experiencing light to moderate turbulence (takeoff winds were 210/25G35). I was following my command bars and at approximately 6000 feet (approximately 1500 feet AGL) I realized I was in a right 30 degree bank turn going away from the course. At that moment; the Captain said we need to come back to the left. I immediately turned left to get back on the course (disregarding my flight director). Departure Control then asked if we were turning right and gave us a heading of 110 degrees. The Captain selected Heading Select and the command bars then showed a left turn. We got back on course and continued the flight. The command bars may have been trying to turn around back to ZEFFR or to the initial fix on the ZEFFR Departure. We reviewed all our procedures and cannot figure out what caused the command bars to turn right.Not sure if the cause was a B737 and the discontinuity of the SID Departure. Even though it was only a matter of seconds before I recognized there was a problem; then a few more seconds to decide what instrument was giving me the erroneous information; I could have done it quicker with the departure path in mind. In retrospect I will; in the future; bring the general heading of the path more to my crosscheck to back up the command bars. When flying the B737; into weather; into turbulence on takeoff into high terrain; be extra confident on approximate headings and departure track.'",equipment/tooling
1266493,"A dispatcher was unable to generate accurate fuel burn or critical fuel scenarios because the flight planning software refused to calculate the requested flight level and Mach number for a North Atlantic track crossing. The computer program continuously defaulted to multiple lower altitudes, preventing the dispatcher from releasing an accurate flight plan.",equipment/tooling,"The Equipment / Tooling label is assigned because the operational bottleneck was caused by a limitation or glitch in the company's ground-based flight planning software tool. This maps perfectly to the ""Dispatch & Flight Planning Software Failures"" definition. It is not Chart Or Publication because the issue involved a dynamic software calculation tool failing to process a specific flight level, rather than a static charting error or published approach plate flaw. It is not Company Policy because the dispatcher was attempting to follow correct procedures but was blocked by inadequate computational tooling.",Narrative 1 - 'Crew advised North Atlantic (NAT) crossing on filed NAT A; but now FL380/M85 not the filed FL350/M85.  Unable (nor the two Chiefs) to get [computer software] to show FL380/M85; it gives multiple lower altitudes.  *I did not release this flight; but assume the dispatcher brought down to cross at FL350 because was running into same thing.  The flight was at FL380 before reaching coast out point.  Why would it not be able to maintain across the tracks?  I could not get M84 to give FL380 on NAT A as well without [computer software] giving lower flight levels.  Therefore; unable to give crew accurate burn as well accurate Critical fuel scenario.  This was not a track jumper; but the hypothetical what if he was filed on NAT B and got NAT A Fl380/M85.  I would not have been able to generate what the aircraft is actually capable of doing.',equipment/tooling
1306508,An aircraft crossed its planned rerelease point without receiving the required updated fuel analysis because the company's dispatch flight planning system had unexpectedly gone offline. Operations Control instructed the crew to continue past the waypoint without the legal calculations until the software system was restored and the numbers could be provided.,equipment/tooling,"This report is classified as Equipment / Tooling because the root cause of the delayed rerelease and potential regulatory violation was the total failure of the dispatch flight planning computer system. The offline software tool left both dispatchers and the flight crew unable to access legally required fuel data. It is not classified as ATC Equipment / Nav Facility / Buildings because the broken system was the airline's proprietary operational software, not a government ATC facility. While continuing past the waypoint touches on Company Policy or Procedure, the inciting primary problem explicitly designated here is the breakdown of the dispatch tool itself.","Narrative 1 - 'As per our Operation Specifications 'Planned Redispatch or Rerelease En Route;' this flight was unable to obtain the Required Updated Fuel in Time from the Recleared Point IMRAD to continue on to the final destination. The aircraft crossed waypoint 'IMRAD' at XA48 at FL370 with 23;500kg of fuel on board. Required fuel was finally provided at XB04 for 20;578kg. Then another required fuel of 18;685kg came later through ACARS at XB07. Opsec Section 4 states the following: A new operational analysis must be conducted within 2 hours prior to the flight's arrival at the planned redispatch or rerelease point. In preparing the new operational analysis; the dispatcher or person designated to exercise operational control (other than the pilot in command) must: (a) Conduct an updated fuel analysis based on the current route of flight; wind conditions; and aircraft weight on the route from the planned redispatch or rerelease point to the intended destination airport and ay required alternate airports; and........ According to the dispatcher; the system was offline and was unable to compute a new Flight Plan from the recleared point. In summary the Recleared Flight Release was not issued until after crossing the Recleared Point. Not sure if this was legal; since the information should have been obtained before crossing the Recleared Point. The D.O. was in the Dispatch Center and instructed us to continue beyond the Recleared point until the system came back online. We therefore proceeded and obtained the official numbers 16 minutes past the recleared point. We then continued to our destination with no further incident. Dispatch did not have a backup system.  Dispatch should obtain a backup system to avoid any further similar incident.'
Narrative 2 - 'I was in the bunk bed for crew rest at the time of this event. The following narrative is what I was informed when I reported back in flight deck.At approximately 2:45 prior to estimated rerelease (RR) point; Ops Control sent a message via ACARS to the aircraft requesting estimated time; fuel on board; and altitude for the planned rerelease point. Information was provided as requested to Ops Control by the IRO's on the flight deck as the PIC and FO were crew resting in the bunks.At around 1:40 prior to the rerelease point; the crew queried Ops Control via ACARS about the destination and alternate weather; any notam changes; and the recalculated fuel required at the RR point. Ops Control replied stating that the flight planning software was currently down; and that the required fuel was unable to be calculated and that the crew should stand by until further notified by Ops Control. Weather for the destination and alternate airports was sent at this time; and no new notams were in effect.Around 30 minutes prior to the RR point; Ops Control was contacted by the crew via satphone and asked again about fuel required. The crew was told to call back in 10 minutes if no fuel number was sent by Ops Control via ACARS. The crew contacted the PIC out of rest to come to the flight deck at about this time.Ops Control was called again about 10 minutes later via satphone; the crew discussed the still inoperative flight planning system with Ops and the need to make a decision whether a diversion was to be planned; or if any other option was available such as a hold prior to the RR waypoint. Ops Control asked how much 'extra' fuel we had onboard as shown on the flight plan at the last waypoint crossed; which was around 1800 kilos. The crew was told that the DO was in the Ops Control area and was telling the Ops controller that we could proceed beyond the RR point to the next waypoint due to the fact of having this 'extra' fuel available. The crew questioned the legality of continuing beyond the RR point without actually having the required fuel calculation to continue; and was told that the DO was authorizing this.The crew was told to continue past the RR waypoint and six other waypoints several times towards the destination airport before finally receiving the recalculated fuel required for the rerelease 16 minutes after passing the RR point.'",equipment/tooling
1487908,"While flying an assigned STAR, ATC informed a flight crew that they were two miles off course despite the aircraft's FMS indicating they were perfectly on track. Although ATC later confirmed there was GPS jamming in the area, the controller suggested the deviation might have been caused by an equipment malfunction on the aircraft's side.",equipment/tooling,"This is classified as Equipment / Tooling because the deviation was ultimately attributed to an unexplained malfunction of the aircraft's navigation equipment or FMS hardware during a suspected GPS jamming event. This aligns with the ""Aircraft Navigation Equipment Malfunctions"" repeating issue where the specific tooling fails to track correctly. It is not ATC Equipment / Nav Facility / Buildings because the controller explicitly suggested the failure was internal to the aircraft's equipment rather than purely an external facility outage. It is not Human Factors because the crew diligently cross-checked all instruments and followed their available data, meaning no cognitive or handling error occurred.",Narrative 1 - 'It seems that the new SID/STARS for LAX have not been added in the database for LAX. I could not find the HUULL 1 STAR in the breakdown. We were assigned the HUULL 1 TOKIO transition into LAX. While on the STAR past TOKIO; ATC (LA Center) queried about our position. I answered that we were on course and ATC alleged that we were not. We checked the flight plan in the FMS and double checked; then checked our position again; and everything checked out. We were on course; as far as our equipment was concerned. ATC gave us a heading; and stated that there may be some interference with the GPS in the area. In a minute or less; he cleared us direct HUULL. In another minute or so; he gave us a frequency change and; at that time he apologized for the inconvenience; stating that indeed; there was GPS signal jamming in the area. He then apologized again; for the inconvenience. After landing in LAX; Ground Control gave us a phone number to call for LAX Center; stating there was a possible pilot deviation. I called after we got to the gate; and the LA Center controller that I talked to stated that we were two miles off course and that he had to file a report; and that we should file [a report]. I advised him of the events as explained above and I told him that as far as we could tell; we did nothing wrong. We concluded the conversation; and about ten minutes later; I got a call from the same gentleman who told me that he listened to the tapes; and also talked to the supervisor on duty at the time; who confirmed that there was GPS jamming at the time; but somehow; he was wrong about it. And he also suggested that it could have been equipment malfunction on our side (the aircraft). I thanked him for the info and that was the end of the conversation. Not sure of what the reason for the deviation was; but we double checked and triple checked and everything in the FMS was entered correctly and looked as it should; however; as far as ATC stated; we were off course. Again; not sure to the cause of this event; so I can't offer any mitigating solutions.',equipment/tooling
1522589,"Because standard deicing equipment was unavailable at an airport, a crew and ground personnel attempted to remove snow from an aircraft using soft rubber squeegees. They then hired a helicopter to hover over the aircraft to blow the snow off the tail, creating a significant safety hazard until ATC intervened and stopped the operation.",equipment/tooling,"This falls under Equipment / Tooling because the entire hazardous sequence was driven by the lack of proper deicing equipment, leading to the use of highly inappropriate makeshift tools. This directly matches the ""Improvised or Inappropriate Servicing Tools"" sub-category. It is not classified as Weather because, although it was snowing, the critical safety hazard was the dangerous, improvised mechanical method used to remove the snow. It is not Procedure because the crew knowingly invented an unauthorized, makeshift process to compensate for missing equipment rather than accidentally mishandling a standard operation.",Narrative 1 - 'It was snowing upon landing. Snow was not forecast to start till [later]; [Crew member and I] began to look into deice options. During the course of the morning we removed the melting snow from the aircraft with soft rubber squeegees. [We] secured a bucket truck and personnel to assist with precipitation removal from the tail as we were informed deice services were no longer available at the airport.Concurrently with the arrival of our passengers and aircraft owner; a helicopter service was secured to assist with the removal of melting snow. The helicopter flew over head as requested. The helicopter landed and the helicopter became airborne and approached the tail. We immediately realized that an additional attempt to pass overhead was about to occur. I made my way to the cockpit and contacted ground control requesting they contact the pilot of the helicopter to have him stop the operation. An additional attempt was made on tower frequency. It was shortly after this the helicopter landed and operations in this effort stopped.In reflection; this procedure was not an acceptable means of snow removal. Failure to immediately report these events was in poor form and I know this is unacceptable. I can not recall a time when I failed to maintain my 'safety first' standard and know it will not be repeated.',equipment/tooling
1446165,"A flight crew received four different arrival clearances in four minutes due to systemic GPS jamming saturating the ATC environment. The constant changes and continuous FMS inputs led to task saturation, causing the crew to miss a crossing restriction.",environment-nonweatherrelated,"This is classified as Environment - Non Weather Related because the external GPS jamming severely degraded and saturated the ambient airspace environment, forcing chaotic clearance changes. This maps directly to the newly added ""Ambient Airspace Saturation"" repeating issue where external interference disrupts the operational environment. It is not classified as ATC Equipment / Nav Facility / Buildings because the facility's radios and radar functioned, but the external environment itself was rendered unmanageable. It is not Human Factors because the crew's missed restriction was the direct result of an externally overwhelmed environment rather than an unprompted cognitive lapse.",Narrative 1 - 'Center changed our arrival procedure 4 times; 4 different procedures in approximately 4 minutes. Our clearance was to fly to a fix at a specified altitude and due to the confusing clearances that Center was rattling off we missed the crossing restriction and had to be vectored in the descent. The problem was that the crossing restriction was for a clearance that changed. All of this happened because of GPS jamming going on in the area. I'm filling out this report so that you all know that it was EXTREMELY busy; ATC was making too many requests; one right after another; and all of this required continuous FMS changes; inputs; and confirmations. How could things have gone better; I'm not sure. We did the best we could but it became task saturated for them and us. They told us that it wasn't a problem; however; I'm still filling out this report to enlighten the team on how screwball things got with 4 different arrival changes in such a short period of time. I don't have any thoughts on how this could have been avoided.',environment-nonweatherrelated
1775697,"An agent reported an unsafe working environment during the COVID-19 pandemic due to massive crowds, a lack of social distancing, and missing protective shields at the check-in kiosks. The sheer volume of international travelers and their families created an uncontrollable biological hazard in a confined space.",environment-nonweatherrelated,"The Environment - Non Weather Related label is appropriate because the primary hazard is the ambient, physical reality of a crowded, infectious environment. This aligns squarely with the ""Biological & Health Hazards"" criteria where the ambient setting itself is the threat. It is not Company Policy because the specific danger highlighted is the uncontrollable volume and physical proximity of the passengers, rather than a corporate administrative rule. It is not Airport because it relates to a transient biological crowding threat rather than a permanent structural facility defect.",Narrative 1 - 'I have been called as shop steward by agents to report unsafe COVID work environment; and I noticed due to short staffing and limited area of check in point also the volume of travelers there is no social distancing and no shields to protect agents from possible exposure to COVID.  Most of international travelers are subject to document check and most are not familiar with kiosk checking; also each passenger is accompanied with several family members which makes it more difficult to deal with the crises. There were only 2 agents assigned for all the passengers and all the crowds with was out of control. All has been reported and requested for more manpower and full service to avoid direct and close contact with passengers.The issue of lack of manpower and enforcing passengers and agents to use the kiosk when there is no protection is serious safety issue during [the] COVID pandemic.I hope this report brings all the safety issues to your attention.',environment-nonweatherrelated
1538335,An aircraft was forced to declare an urgent situation and divert to an alternate airport because the destination ATC became completely saturated and stopped answering calls. The pilot later learned the local operational environment had been overwhelmed due to two uncommunicated bird strikes closing the airport.,environment-nonweatherrelated,"This is classified as Environment - Non Weather Related because the precipitating event was an external wildlife hazard (bird strikes) that completely saturated the local operational environment. The physical environmental intrusion cascaded into an unmanageable airspace situation. It is not Staffing because the ATC unresponsiveness was due to a sudden, external environmental crisis rather than a routine scheduling shortage. It is not Procedure because the controllers were overwhelmed by the physical reality of the environment rather than simply forgetting to answer the radio.",Narrative 1 - 'This divert was due to VOBL's total ATC saturation. (It was later reported to me by the VOBL mechanic that they actually closed the airport for 2 bird strikes. ATC did not relay that information.) The [urgent situation] declared was due to lack of response from the controllers. It got to the point where they stopped answering calls from not just us; but other aircraft as well. My fuel planning as programmed in the FMC was conservative to be sure; but for good reason. India is experiencing growing pains with rapid air traffic growth. The weather can be somewhat unpredictable with fog.As we held in the second pattern; you could feel the tension rising with all inbound traffic. Multiple aircraft were expressing concern. My attention shifted to the possibility of lots of airplanes all wanting to head to Hyderabad. We continued to hold and tried to work ourselves in; but my confidence level was near zero. We were finally told that our expected touchdown time was XB39. It was XA56 with a hold limit of XA57. So; we requested clearance to Hyderabad several times and were either ignored or told to standby. Radio congestion was awful. It is unfortunate that in some corners of the world the only way to get the point across is to [advise ATC]. I felt this to be a prudent course of action given the circumstances.',environment-nonweatherrelated
1780062,"Due to bad rides and turbulence, an aircraft requested a descent, which the controller granted without completing a required point-out to the underlying sector. The controller noted that a constantly changing sector configuration and lack of traffic had degraded their competency and situational awareness.",environment-nonweatherrelated,"This falls under Environment - Non Weather Related because the precipitating operational trigger was ""bad rides"" (turbulence or wake), which is an external environmental condition forcing the descent request. This matches the category's focus on environmental disturbances altering flight paths. It is not Weather because ""bad rides"" are often treated as ambient aerodynamic or environmental conditions within this specific dataset's boundaries. It is not Human Factors because the primary initiator of the conflict was the sudden environmental disturbance that prompted the deviation request.",Narrative 1 - 'The rides were bad and Aircraft X asked to descend. My D-side called and requested control; but neglected to point the aircraft out to the underlying sector. I forgot about the shelf as well so I never double checked my D-side's work and I descended the aircraft. There is really no recommendations. The issues are a lack of competency on everyone's part. The D-side barely works as is; and I myself do not get enough quality time anymore because of the lack of traffic. Combined with a constant changing of sector configurations led to this issue.',environment-nonweatherrelated
1431659,"During approach at approximately 1,000 feet, an aircraft encountered wake turbulence while flying at reference speed. The encounter triggered a momentary stick shaker warning before the crew recovered and continued the flight.",environment-nonweatherrelated,"This incident is classified as Environment - Non Weather Related because the explicit hazard was wake turbulence generated by another aircraft. This maps directly to the ""Wake Turbulence"" repeating issue, representing a dynamic external aerodynamic hazard. It is not Weather because wake vortices are man-made aerodynamic phenomena rather than natural meteorological events. It is not Aircraft because the stick shaker functioned exactly as designed in response to the external aerodynamic disruption.",Narrative 1 - 'At approximately 1000 ft we got into some wake turbulence. We were on ref speed at the time. We got a 1 second or less stick shaker. We were still at Vref when I looked at the airspeed.',environment-nonweatherrelated
1367176,"During a high-speed takeoff roll, an aircraft suffered a massive, direct bird strike to the Captain's windshield. The crew executed a high-speed rejected takeoff, utilizing reverse thrust and heavy braking, which required a subsequent tow back to the gate to allow the hot brakes to cool.",environment-nonweatherrelated,"The Environment - Non Weather Related label fits perfectly because the emergency was caused by a sudden physical impact with wildlife in the operating environment. This aligns precisely with the ""Bird/Wildlife Strikes & FOD"" repeating issue. It is not Aircraft because the aircraft's internal systems were functioning normally until the external environmental impact forced the abort. It is not Procedure because the crew executed the emergency rejected takeoff flawlessly according to standard protocols.",Narrative 1 - 'At approximately 120 knots on takeoff at [a high elevation airport] we had a direct bird strike to the Captain's forward windscreen.  We were about 3000 feet down the runway and had 9000 feet remaining and were 35 knots below V1.  The impact was extremely loud and forceful so I rejected the takeoff. At approximately 100 knots with about 8000 feet of runway remaining I disengaged the auto-brakes to help avoid overheating the brakes.  I used reverse thrust; spoilers and the remaining runway to slow the airplane.  We exited the runway at the last high speed taxiway and brought the plane to a stop and did not set the brakes.  We requested fire/rescue support and ran all appropriate checklists.  Airport ops arrived quickly and notified us there was no fire or visible damage to the gear or tires; only some light smoke coming off the right gear.  Fire rescue arrived in about 10 minutes and set up cooling fans on the gear.  The brake temperatures initially climbed into the caution zone and then began to cool.  After coordinating with Maintenance and waiting for the brakes to cool we were towed back to the gate. After a maintenance check of the bird damage and brakes we were cleared and pressed on to our destination.',environment-nonweatherrelated
1269344,"During a post-flight inspection, a flight crew discovered a 16-inch gash on the underside of the aircraft near the refueling door. The crew suspects the damage was caused by Foreign Object Debris (FOD) kicked up by the nose wheel during the takeoff or landing roll.",environment-nonweatherrelated,"This report is classified as Environment - Non Weather Related because the damage was inflicted by Foreign Object Debris (FOD), which is an external, transient physical hazard in the operating environment. This maps directly to the criteria for external objects striking the aircraft. It is not Airport because the specific piece of FOD is a transient environmental object rather than a permanent defect in the runway pavement. It is not Aircraft because the structural damage was caused by external physical trauma rather than internal metal fatigue or system failure.","Narrative 1 - 'During post flight and re-fueling at ZZZ crew noticed a gash in the aircraft skin just forward of the single point refueling door.  Gash was about 16 inches long and ½ inch wide and was symmetrical and squared at each end. The gash was directly in line and aft of the right nose gear.  It appears that FOD was flipped up by the nose wheel on takeoff or landing leading to damage.  However; no unusual noises or vibrations were noted by crew but takeoff and landings are noisy events.  Preflight inspection was performed by Pilot in Command (PIC) with no damage noted.  Both pilots performed pilot's walk around with no damage noted. Both pilots have a habit of either opening and inspecting fuel door or physically touching the door to ensure it is securely closed.  It would be virtually impossible to physically touch the refueling door and not notice the gash.'
Narrative 2 - 'Upon post-flight inspection in ZZZ; an indentation/gash of approximately one inch wide and 16 inches long was discovered on the underside of the aircraft. The cut did not appear to puncture deep enough to impact the pressure vessel. The length of the cut was in-line with the aircraft and appears to be in a prime location for an object (FOD) to have been kicked up by the nose-wheel on takeoff or landing. An independent walk around was performed by each crew member on the ground prior to flight; per SOPs. Due to the location of the strike near the single point re-fuel point; we are both certain the damage was not there prior to taxi-out. Upon discovery; a sweep of the runway in ZZZ was requested and no obvious object for the damage was found.'",environment-nonweatherrelated
1763885,"While flying a visual approach in mountainous terrain, an aircraft's radio altimeter called out 1,000 feet unexpectedly early due to a rising hill on the final approach path. The unexpected terrain proximity delayed the crew's configuration timing, leading to an unstable approach warning from the aircraft's automated reporting system.",environment-nonweatherrelated,"This is classified as Environment - Non Weather Related because the unexpected proximity of physical terrain (a hill) directly interfered with the crew's altitude awareness and configuration timing. This aligns with the ""External Obstacles & Terrain"" repeating issue where natural topography intrudes on normal operations. It is not Chart Or Publication because the terrain is a physical reality of the environment, not a charting error. It is not Human Factors because the crew's delay was heavily induced by the physical topography triggering an unexpected automated callout.","Narrative 1 - 'I was conducting a visual approach to [Runway] XXR backed up by the RNAV Y XXR. I was the Pilot Flying and the Captain was the Pilot Monitoring. We had briefed all the threats and the approach per the AOM prior to the TOD and were planning flaps full for the landing configuration. We were being vectored onto a base leg to join the final visually. I was faster than I should have been on the base for the distance we were out (180 selected speed I think) and so I had to delay calling for the flaps. I think the last altitude we were given was 8;000 feet on the base before we reported the field in sight and were cleared for the visual. The approach had been activated and I went to managed speed. We then set a lower altitude just above the altitude for the next fix after the one just ahead of us on the approach so I could use vertical speed to start down and stay on the path since the approach was not quite captured. I had armed the approach and it annunciated FINAL APP as we were joining the final and the aircraft continued descending on the path. I was using the auto pilot for lateral and vertical NAV until established on final. We extended the gear prior to joining the final to help with slowing the aircraft to flap deployment speeds. The vector had put us in closer than I had anticipated and I had also started slowing later than I should have. The speed did not come back very quickly; possibly because of a tailwind shifting to a headwind as were turning final; so I had to disconnect the autopilot and arrest the descent to get the aircraft slowed for flap deployment and also to prevent an overspeed. Both the Captain and I noticed the RA was close to 1;000 [feet] as we deployed final flaps; and our speed was still well above approach speed; but we were VMC and our assessment was that we had been in final configuration prior to 1;000 AGL. We continued the approach and were stable at 500 [feet] so we landed out of the approach within the required criteria. We were at the gate when the ACARS printed a Self-Assessment Flight Report. We weren't surprised to see Y for speed and descent; but we were surprised to see a Y for flap change. We discussed it; and although we were unstable at 1;000 [feet]; we felt that we had been configured and thought the report generated a flap change Y at 0974 RA because the terrain rises to the north and the spot elevations are around 300-600 feet higher than the airport elevation near where we selected final configuration. Regardless; the final configuration selection was closer to 1;000 AGL than it should have been and we decided we would file an report just in case. Normally; I call for gear down and managed speed at 2;000 AGL so as to have plenty of time to reach final configuration prior to 1;000 AGL; but I missed that cue because I was in the yellow due to being tighter and faster than I had anticipated; and I didn't realize it because I was busy trying to get back in the green slowing and turning final and descending to stay on the path. This is also a case where my experience exceeded my performance due to being new to being back in the right seat and not flying much in September. I also didn't say anything about being in the yellow; and so I didn't get as much help as I could have used. I also failed to brief that we may need to be configured on base depending on where the base leg is and to say something if I don't ask for the gear down by 2;000 AGL. The other factor was conducting a visual approach to a high-altitude airport where AGL altitudes happen at much higher MSL altitudes than were are used to and neither I nor the Captain had been into ZZZ in a long time. I will more thoroughly brief visual approaches regarding the gates I want for configuration and speed changes that provide plenty of margin for a stabilized approach.'
Narrative 2 - 'As we turned to intercept final and configure for landing with a near 0 VSI; a hill on final gave us an unexpected 1;000 ft. radio alt call. We where visual and comfortable with continuing the approach due to distance. I recall being fully configuration when the second 1;000 foot reading on final and on speed at 500 ft. We failed to slow down in time on base leg not taking into effect high alt difference and ground speed. We did not brief the ground speed difference and the delayed slow down or terrain around the base turn. Haven't been to ZZZ in years.'",environment-nonweatherrelated
1584590,"While pulling into a gate using an automated parking system, a flight crew was unexpectedly signaled to stop by a marshaller standing off to the side. The marshaller halted the aircraft because a catering truck from an adjacent gate had encroached into the safety zone, creating a collision risk.",environment-nonweatherrelated,"This incident is classified as Environment - Non Weather Related because the hazard was a transient external object (a catering truck) physically intruding into the aircraft's immediate path. This maps to the ""External Obstacles & Terrain"" and transient object criteria. It is not Airport because the hazard was a mobile vehicle temporarily in the wrong place rather than a permanent, poorly designed gate infrastructure. It is not Equipment / Tooling because the catering truck did not break or malfunction; its mere physical presence in the environment was the hazard.",Narrative 1 - 'We were pulling into gate XX at ZZZ. Had engines at idle the entire time. The accu-park system was on and giving us proper guidance. With about 40 feet remaining on the sign; I noticed out of the corner of my eye a marshaller standing off to the left giving me the stop sign. We stopped with about 35 feet showing left on the parking system. We were getting conflicting information from the marshaller and the parking system. The marshaller was giving us the shutdown engine sign; which we did while querying ramp/ops if they had any information. After the marshaller plugged in; he said we would have hit a catering truck which was off to the right. The safety zone was clear when we were making the turn in and the FO (First Officer) said we were clear as we were nearing the gate. There was an aircraft at [the adjacent gate] with a catering truck at door 2; which could have moved giving the marshaller concern. I have 2 safety concerns about this evolution. One; if there was a truck in the safety zone; the system should have given us a STOP signal. The second; I barely noticed the marshaller giving us the stop signal; as he was off to the left and I was concentrating on the parking system. If in fact there was a chance of hitting anything; he should have been much more visible about getting our attention or been able to turn off the parking system. After we towed the rest of the way to the gate; I talked with him on the interphone and stated these concerns. He stated the shutoff for the parking was on the other side of the jetbridge; and he understood my concerns.',environment-nonweatherrelated
1289782,"Shortly after crossing FL340, an aircraft encountered heavy wake turbulence from a larger jet 10 miles ahead, causing an uncommanded right roll that disconnected the autopilot. The pilot successfully manually leveled the wings and recommended that ATC provide better wake advisories for heavy jets.",environment-nonweatherrelated,"This falls under Environment - Non Weather Related because the primary hazard was a severe wake turbulence encounter that physically displaced the aircraft from its flight path. This matches the ""Wake Turbulence"" repeating issue perfectly. It is not Weather because wake turbulence is an artificial aerodynamic disturbance created by another aircraft, not a natural meteorological event. It is not Aircraft because the autopilot disconnect was a designed safety response to the external aerodynamic upset.",Narrative 1 - 'We took off from TEB [and] we were cleared to climb to FL400. About to cross FL340 we experienced a very heavy wake turbulence trying to roll the plane to the right; so the auto pilot was kicked off. I tried to keep wings level and in about 15 seconds we were out of it. On the TCAS we had a plane on same airway; 10 to 11 miles ahead of us; and that's why I think air traffic controllers [should] advise pilots when a heavy jet is ahead [of] a lighter jet to avoid these situations.',environment-nonweatherrelated
