,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1408119,mel,During cruise flight; we were forced to climb and descend multiple times to avoid potential icing conditions. MEL for left wing anti-ice prohibited operations in known or potential icing conditions. Also; looking ahead the weather was not trending as forecast and potential icing conditions were present there. We sought out an alternate that would allow for clear skies cruise level to surface to avoid icing. [An alternate] was chosen and we made the decision to divert. Direct [to the alternate] was best course of action at cruise flight. Overflying [our original destination] we were advised by company and ATC that we could proceed to original destination without potential icing conditions if we approached [our original destination] from the East and descended safely to an altitude below the cloud deck. We changed destination back to [our original destination] and safely landed as originally planned. The MEL was the cause for concern. Otherwise the diversion was safest course of action until it became visible apparent that we could safely proceed to [our original destination] in VMC conditions.Based on the weather info we had prior to departure there as no indication that the flight could not safely proceed to [our original destination] and remain out of icing conditions. However; maybe in the future dispatch could look at icing forecast models and determine that the aircraft should not proceed as planned. The crew would not have this info unless supplied by dispatch.,
1412487,mel,During originating checks; it was discovered that all lateral and vertical guidance buttons on the Flight Guidance Control Panel (FGCP) would not engage. Additionally; the yaw damp buttons would not engage. As a part of the write up process; the Captain entered these separate line items in the aircraft maintenance record and conferred with Maintenance Control who advised that MEL 22-1 (Autopilot) could be applied to both items. The MEL procedure was completed and the flight was operated using raw data. After further reflection; the crew determined the following:1 - The inoperative yaw damp line item should have been MEL'd using 22-4(b) Yaw Damper Channels - both inoperative.2 - Based on the inoperability of the left/right Automated Flight Control System (AFCS) control button; the underlying problem may have been the Flight Guidance Computers (FGC). Had this been the case; the aircraft should not have been dispatched as one of the two FGC must be operative per MEL 22-6(a) Flight Guidance Computers.As to the first determination (YD Channels); the PIC; in conjunction with Maintenance Control should not have applied the Autopilot MEL (22-1) as an all-encompassing MEL. Further exploration of possible MELs should have been accomplished as to apply the correct MEL.The application of MEL (22-1) was largely predicated on the use of the same MEL the previous day. Accurate repair of inoperative items; aside; a recurring write up should have directed both the PIC and Maintenance Control to consider related systems further. Per the preamble of the MEL book; the interrelationships between multiple inoperative items should be considered to ensure an acceptable level of safety is maintained. Again; further reflection on the part of the PIC should have caused consideration of the Flight Guidance Computers as the underlying problem. Perhaps a note; as appears in MEL 22-4; could be inserted into MEL 22-1 drawing attention to the need to confirm operation of the at least one of the FGCs.,
1415514,mel,While working the MD-11 desk; I took a call concerning Aircraft X. The mechanic said there was an inbound write-up concerning a FUEL OFF SCHEDULE alert and Tech Services wanted to defer TANK 1 FUEL QTY. This peak season I have experienced higher than usual fuel problems with the MD-11 While working the MD-11 desk; I took a call concerning Aircraft X. The mechanic said there was an inbound write-up concerning a FUEL OFF SCHEDULE alert and Tech Services wanted to defer TANK 1 FUEL QTY. This peak season I have experienced higher than usual fuel problems with the MD-11 and was happy the mechanic found help elsewhere. Since the aircraft had just arrived and was several hours before departure; I felt it was extreme and suggested other troubleshooting. The mechanic wanted to work as guided and proceed with the deferral. I confirmed the [deferral] procedure and ended the initial call. Review of Aircraft X's Log showed TANK 1 GRAVITY XFER SYS INOP and TANK UNIT INOP in the same tank. My main concern with the QTY deferral was focused on requiring the FUEL SYS to operate in MANUAL mode. Pilots prefer systems in AUTO and scrutinize MELs for conflicts when required to operate in MANUAL mode. Discussion with my partner confirmed the MELS do not conflict concerning the requirement for MANUAL mode. I issued deferrals to Aircraft X for the #1 FUEL TANK QTY INOP. The [deferral procedure] is normally completed faster than 3 hours; so I checked the router to see if it was on delay. This is when I found out it was Out of Service for FUEL IMBALANCE. Since the deferrals had been issued; and it was close to departure; I returned Aircraft X to service. [The next day] I talked to the crew scheduled to depart Aircraft X via VHF. They were on the ground in ZZZ in pre-flight; not yet secured; with a concern of all the TANK 1 MELs. They pointed out MEL for TANK 1 GRAVITY XFER SYS INOP under REMARKS AND EXCEPTIONS line c states the QTY must be operative for flight. I immediately realized the conflict and agreed with their concerns Aircraft X was not ready for flight in this condition. I then confirmed with Flight Dispatch that they understood Aircraft X was not able to conduct the flight.,
1419770,mel,We had eight MELs on our release; seven involved cockpit actions. Each engine had something MEL'd. When we called the dispatcher; his answer was yes there was a lot broken and did I want to talk to the Duty Officer (DO). I talked to local maintenance and was told they could not clear or troubleshoot any of the MELs. There was a spare on the ramp and it appears that the system did not consider using it. The spare issue was brought up by us after show time; we considered it; but no one else did.The DO said since the loading had started; it was my call as to whether or not I would accept the aircraft and that it would delay the freight; possibly to the point of the freight not making the sort if I chose not to take the aircraft. I was also told the aircraft was scheduled to be fixed upon its return to ZZZ1 (I later learned the aircraft flew to [another airport] on the turn and then back to ZZZ1). It took us another 15 minutes to consider all our issues and elected to add ZZZ2 as an alternate as its weather was very good with long runways; clear skies and light winds. We then methodically went through all of the precautions needed to ensure we were safe and legal. The best thing going for me was my First Officer. He had previously flown the MD at a previous company and his knowledge and experience level helped me ensure safety. We coordinated with our dispatcher about our alternate.Upon reading the Airworthiness Release Documents (ARD); it became apparent that some of the MELs where carried on the aircraft since [multiple foreign airports]. The aircraft had landed at [two] maintenance bases before being sent to us in ZZZ. It appeared no one considered using a spare and having it fixed prior to our flight. There was no indication of any attempt to troubleshoot or repair any of these issues prior to its arrival in ZZZ. I then discovered the aircraft sat so long the engines had to be run by Maintenance on the ground due to the long turn time.It does not appear that the dispatchers can inquire about spare aircraft when carrying so many MELs involving engines; bleed systems; reverses; fire detection; AC packs; FADECs and Anti-ice systems. The fact that I asked about a spare seemed like a new concept to him.Learning that the aircraft turned from ZZZ1 after being reassured it would be fixed upon its arrival at ZZZ1 is very disconcerting. And now I am being shown the company intends to send it out on another pairing as well. In short; the trust model is being strained.This is textbook normalization of deviance. The company cannot say 'safe; legal; reliable' and then continue to provide reduced capability aircraft while requiring maximum efforts by the crew to account for all of the generated issues. These aircraft are carrying too many MELs. The crews want to do our jobs and fly the freight; but the other departments need to step up and do their part. Saying they don't have the time or manpower no longer holds any credibility.There are only two way this gets fixed. One is a complete FAA audit of the MEL process. The other is an accident involving Maintenance failures with associated MELs. Carrying so many complex MELs past Maintenance bases must stop. Of course there is a third way; and that would be if the company reviewed its processes and reformed their practices to provide a better product to the crew force.,
1422019,mel,During the arrival phase of flight. We both noticed the entire overhead panel was completely dark. As I was the first officer attempted to adjust the overhead lights. This was unsuccessful. We then reviewed the MEL. When we reviewed the MEL section prior to our 1st departure; we were under the impression that one portion of the cockpit lighting system was not working. It wasn't until the descent phase of this flight that we realized the entire overhead panel was completely dark. After we reviewed the MEL section again; it was determined that the wrong MEL was applied. The MEL below the one used carried the condition that the aircraft couldn't be flown at night. I can't imagine how anyone could see the condition of the overhead panel and apply MEL 33-11-XY. The technician that responded in ZZZ was able to fix the problem in ten minutes. This aircraft was in maintenance in ZZZ1 and ZZZ2. Why wasn't the simple fix accomplished on one of these visits instead of passing a potentially dangerous condition to the next guy?If there was an emergency or QRH procedure at night in this aircraft it could have had dire consequences.,
1422379,mel,While completing my preflight duties I discovered that one of the center boost pump Low Pressure lights would not extinguish when the pump switch was turned on. The problem I want to identify here is our unsatisfactory MEL system. I was in a -700 aircraft with one center boost pump inoperative and fuel in the tank; yet the MEL package I received contained six pages of chaff and only one page of useful information.  Put another way; instead of getting the information that pertained to only a -700 with one center boost pump inoperative and fuel in the tank; I received six additional pages of non-pertinent data that I had to wade through. I received information pertaining to the other series; as well as information that pertained to many other conditions that did not apply to my situation.,
1426019,mel,MEL 33-1-XY was effective. Aircraft flew for nine days with this MEL; and transited at least eight Maintenance bases in the previous five days. In Captain and First Officer opinions; remaining lighting system lights may not have been sufficient to clearly illuminate all required instruments; controls; and other devices for which it is provided. Also; lighting configuration and intensity from alternate sources may not have been acceptable to the flight crew. Dispatch agreed with Captain on these concerns; and provided link to Maintenance. After directing Captain in several unsuccessful circuit breaker resets; and without advising Captain and Dispatch; Maintenance brought in Chief Pilot on Call. Chief Pilot did not provide safer alternatives for Crew to consider in operating the aircraft. Rather; Chief Pilot said Crew could be replaced with somebody who was willing to fly the aircraft one more leg. Chief Pilot also stated that nine other Captains operated that aircraft; and implied I should; as well. After thoroughly evaluating cockpit lighting conditions during engine start and taxi; Crew decided it could safely operate aircraft. Crew used overhead flood light in combination with bulkhead lighting to operate the area affected by MEL; however; lighting in many areas was very marginal.,Aircraft flood lights physically do not illuminate the FMC keyboards requiring the use of hand held flash lights; creating a safety issue during critical phases of flight. Turning the flood lights up to full bright in order to provide enough and sufficient illumination for the pedestal was so bright it created night vision and glare issues requiring the further use of flash lights and said safety issues during critical phases of flight. The threat here is the Maintenance on Call person and the Chief Pilot on Call. The Captain called Dispatch to work through this issue and MEL. The Dispatcher brought Maintenance into their conversation; who was unable to resolve the issue. At that point Maintenance hung up; and the Captain and the Dispatcher continued to talk. Then the Captain's phone rang while talking to the Dispatcher; it was the Chief Pilot on Call. The Maintenance on Call person (without advising the Captain or the Dispatcher) took it upon himself to bring in the Pilot on Call to pressure; bully and all but brow-beat the Captain into agreeing the aircraft was ok to fly. On Call [with] Maintenance person circumventing the process by going VFR direct to the Chief Pilot on Call; he directly affected; in negative manner; the ability of the Captain and the Dispatcher to properly and thoroughly work through this safety issue and MEL (which may have eventually led them to the Chief Pilot on Call anyway). By abruptly bringing the Chief Pilot into the conversation; in mid-thought process; completely destroyed their safety thought process of working through an issue as professionals.
1426732,mel,[Maintenance Technician] called in the Pre-Departure Clearance (PDC) for Aircraft X and that he had one defect in the logbook. Reported all lavs would not flush. There was water sprayed when the button was pushed but there was no vacuum. I told him it sounded like the Vacuum Blower was not working and to check 2 circuit breakers on the P91. The Vacuum Waste Blower and the Vacuum Waste Cont. He reported both breakers were set. I had him then check that the service doors were closed and they were. It was concluded to go ahead and put the Blower on MEL because other than no vacuum; the lavs operated normally. Looking at the MEL; I instructed [the Maintenance Technician] to pull and collar the 2 breakers he had previously checked. This was part of the Configuration Change Procedure in MEL 38-XX. While he was doing this; I emailed to his office the required placard to be placed on each of the lav doors. When [the Maintenance Technician] called back; we confirmed the 2 breakers that were pulled and I completed the logbook with him. We then completed the PDC and the aircraft was ready to depart ZZZ. [Later] dispatch was talking with Aircraft X and that none of the lavs were operating and that he was going to return to ZZZ. Knowing that I had just worked that issue; I looked again at the MEL and discovered that I had instructed [the maintenance technician] to pull a breaker that was supposed to be closed. This breaker; Vacuum Waste Cont; provides the power to each lav flush circuit and is required to be closed for the lavs to operate on the ground and in flight. This why the lavs were not operating. I spoke with the captain in flight and explained the situation and that his issue would be quickly resolved when back on the ground. After arriving back in ZZZ I spoke again with [the maintenance technician] and told him the situation and to remove the collar and reset the breaker. We did this and the lavs operated normally except for the vacuum function on the ground. An Overweight Landing inspection was completed as well as another PDC and the aircraft departed again with no further issues. It was a complete misread of the Configuration Change steps in the MEL. I would say the steps were hastily glanced over by myself instead of deliberately reading each word. What jumped out to me was the way in which the 2 breakers were identified: VACUUM WASTE BLOWER (F2) and VACUUM WASTE CONT (C11). In the MEL book; these names are directly inline horizontally and vertically with one another. The top one has you open the breaker but the one below has you verify that it is closed. Again; I just saw the 2 breaker names and knew I was making configuration changes by pulling breakers.  MEL Maintenance Procedure step should be removed from the procedure where it currently is and placed as a prior 'Note' or a 'Caution' since the step is more of an advisory to make sure that the breaker is closed than it is a step with a required action; especially when the previous step has the action of opening it.,I was directed by [maintenance] controller to pull and collar Vacuum waste controller Circuit breaker and Vacuum Waste Motor circuit breaker to apply MEL 38-XX. [Maintenance] control had found after the aircraft was in-flight that [Maintenance] controller had; in error; directed me to pull the Circuit Breaker and collar the Vacuum waste controller Circuit breaker which caused the LAV waste system not to work at all and the aircraft to turn back to ZZZ. The Circuit Breaker for the vacuum waste controller was not supposed to be pulled and collared as was thought from MEL 38-XX after reviewing the MEL with ZZZ; per [maintenance] directions I pulled both the Vacuum Waste Motor and Vacuum Waste Controller Circuit breakers. I had double and tripled checked with [maintenance] if these two circuit breakers were the correct ones to be pulled and collared before I finished signing the work off.
1441221,mel,FAA on jumpseat to ZZZ. Halfway through the flight FAA Inspector asked to look at logbook. He found MEL 33-2-XX Cabin Interior Lighting was; in his opinion; misapplied. We were getting close to TOD so we decided we would discuss on ground. I sent ACARS for Maintenance to meet us at gate. On the ground I was asked if I thought that MEL applied. FAA Inspector thought it did not because it was not the lights; they were on full bright. FAA Inspector pointed out it was the switch; not the lights. I countered; to no avail; that the switch is part of the lighting system covered by the MEL and all MEL items A through E are being complied with. He said it was the switch and that is was not covered. Then he asked me to make the decision on the spot if I thought the MEL was right or wrong. Hello rock; meet hard place. I have the perfect textbook answer. I don't make those calls on my own. I am tasked with calling Dispatch and getting Maintenance Control in the loop as well. And that's what I did.ZZZ Maintenance showed up. FAA Inspector; Maintenance; and I walk to the back of the aircraft; as FAA Inspector wanted to see the switch and the lights. Maintenance was unable to dim the lights with the switch. FAA Inspector took pictures of switch and lights illuminated. We called Dispatch and Maintenance Control. Maintenance Control said it was the correct MEL; but would try to get it fixed. FAA Inspector let me know he was staying right there with me so he could document whether I took off with the aircraft with a no-go item. Maintenance said they couldn't fix it but that it was good to go as is.I headed up to the top of the jetway to tell the Agent we were holding off boarding only to find the Agent had everyone lined up and was about to start boarding! The Agent asked me to stand in her place and tell the Passengers we were not boarding because she thought they would be less likely to take their frustration out on the Captain. It worked. Passengers were satisfied. If I was not willing to fly the aircraft; they didn't want to get on it either.I then got a call from ZZZ Operations on the jetway phone asking me to explain why I'm wasn't boarding. I gave them a general thumbnail. I made a call to Dispatch and asked for Chief Pilot on Call patch. I gave him the thumbnail of the situation and let him know at this point I was not taking this aircraft. He agreed 100 percent! THANK YOU; THANK YOU; THANK YOU; for backing me. Chief also knew FAA Inspector was sitting right there on the aircraft with me. Thanks to whoever gave him the heads up and not putting me on the spot. At this point we were given a swap. Just to make sure; FAA Inspector stayed with us until we left the aircraft with Maintenance. We got a new aircraft and uneventful flight.Change the MEL to include the switch in the description. Maintenance Control was very sure this was the proper MEL. At this point; I just don't know.,
1448844,mel,We originated the aircraft in ZZZ with the weather radar on MEL from the previous day. I discussed with Dispatch prior to flight in ZZZ that I had concerns about the WX radar being inoperative on the next flight out of ZZZ to ZZZ1. WX in ZZZ1 was about the only WX on the East Coast. I wanted to have the radar fixed or another option ready so not to delay the next flight. The Dispatcher said he would inform the next Dispatcher and Maintenance Control in ZZZ. Upon taxiing into ZZZ I had my FO inform Operations that we needed maintenance on the WX radar to perform the next flight. I also informed the Agent. Line Maintenance came out and looked at the radar. The two Mechanics were great. I talked to Dispatch and expressed my concerns about the weather to the north and touching ZZZ1. (Without radar; inside of clouds; a Pilot is essentially blind to storms.) There were several layers of clouds in ZZZ1. ZZZ1 does not report ATIS. They only have METAR. Therefore real time storm information is limited to Pilots enroute due to METAR only reporting. I did not feel comfortable on a 2.3 hour flight when the weather can change and with confirmed reports of high winds of 30-plus knot gusts. ZZZ1 has short runways and it was necessary to use 5000 foot runway due to wind direction. I expressed my concerns and reasoning to the Chief Pilot on Call in ZZZ. He said he would back me up 100 percent on my decision. The Agent overheard my conversation with Dispatch that we wanted the radar fixed or a new aircraft. In the interests of Safety; we concluded with Dispatch and Chief Pilot on Call; (ZZZ Chief Pilot got involved at the gate and he concurred with my decision) that we should wait for a new aircraft. As I disembarked from the plane the new radar cockpit control panel needed to fix the radar arrived. The Mechanics fixed it in about five minutes. The FO heard from the Mechanic that he was informed NOT TO FIX THE RADAR; just keep it on MEL and fix it later in ZZZ later that night. My job is to break the chain of events that could lead to Safety issues. I put Safety first. The delay was one hour and seven minutes in a Maintenance base who had the part. Why wasn't this part ready to replace in ZZZ? We knew we needed maintenance several hours prior in ZZZ. The bite check told the Mechanics that the panel needed to be replaced. We have good Maintenance in ZZZ. Why would we put pressure on a Crew to fly into weather without radar? Why would the part needed to fix the radar only appear when the Crew got off the aircraft? I have a concern that the desire not to have a delay code placed with Maintenance is clouding the judgment of individuals. In my opinion; the default for Maintenance should be: 'When in Doubt; trust the judgment of the Crew and Fix the Plane'. Stop kicking the can down the road. Safety always comes before delay codes. This should never have gotten to the point where the Crew was departing the aircraft to get something fixed. We as a Crew were proactive and the delay still occurred. I believe we can be better than this. I have pictures of the actual weather near ZZZ1 and the weather radar on the iPad.,
1469435,mel,This is an informational report; we did not deviate from any policies or procedures. We flew the aircraft with MEL 30-21 applied for the Number 2 PRSOV valve on the Number 1 engine. During flight we briefly turned on the engine anti-ice and we received the ECAM message 'ANTI ICE ENG 1 VALVE CLOSED: Avoid icing conditions' by the time we received the fault we were clear of clouds and we maintained clear of icing conditions for the remainder of the flight.We entered the discrepancy in the logbook; because under the MEL the engine anti-ice should be operative. Contract maintenance was called and ultimately worked on the plane over the next couple of days. We assisted contract maintenance for several hours during those days with engine runs. We were only there to provide assistance with starting and shutting down the engines during the required testing. They were unable to determine what the issue was and ultimately maintenance secured both valves closed on the Number 1 engine and applied MEL 30-21. We were then able to operate clear of icing conditions on the third day.Over the course of this situation; a couple areas of concern came up. First; MEL 30-21 requires maintenance to secure the inoperative valve open using AMM TASK 30-21. However; that same task card is used on MEL 30-21 which calls for the valve to be closed. I have not seen the task card; but it seems like having one task card for two opposite tasks may cause confusion when completing the maintenance procedure. The other concern that I have is that there didn't seem to be clear enough direction on which valve is considered 'Number 1' and which one is considered 'Number 2'. The valves were referred to by number and by 'forward' or 'aft'. It seemed to take a while to determine which valve was which and that leads me to believe that the documentation may not be clear enough. If there is confusion on which valve is which; then it would be possible to accidentally secure the wrong valve in the open position when applying the original MEL 30-21; which would cause the failed valve to remain in the closed position and prevent the engine anti-ice from working. I am not saying that this is what happened in our situation; because from the information that I have gathered; the correct valve was secured correctly. I don't know why we received the ECAM message; but I am sure that we shouldn't have received it.It would be worth reviewing these MELs and Task Cards to see if they need to be revised or if additional guidance needs to be provided. I am curious why we received that ECAM message with the original MEL; because according to the MEL the system should have operated normally.,
1477660,mel,We were assigned an aircraft with the left center fuel pump deferred. The deferral; stated under flight planning restrictions that 'Center fuel tank must remain empty'. Upon arriving to the flight deck we discovered there was 480 lbs of fuel loaded in the center tank. I called hub maintenance to inform them of the center tank fuel and that the MEL requires it to be empty. A mechanic appeared shortly thereafter and wanted to transfer the center tank fuel to the wing tanks. I told him that the wing tanks were full and that probably wasn't possible. Passengers were then boarded for departure. I called maintenance and asked if they intend to drain the center tank fuel and to please let us know because the passengers would then need to be deplaned. At that point; a different mechanic came into the flight deck and inquired about our issue. He told us that there isn't a problem because the 480 lbs is unusable fuel and we are good to go. My response was the MEL says the tank must be empty and I was unwilling to accept the aircraft with it's current fuel load. The mechanic commented that this will require the center tank fuel to be drained. I was concerned that the situation was not properly being addressed. I called my dispatcher; informed him of the situation; and requested a phone patch with [maintenance]. Both the dispatcher and [maintenance] agreed that operation under the current MEL required the center tank to be empty and we were not legal to depart with the 480 lbs currently in the tank. [Maintenance] suggested changing the MEL which allows a center pump deferral with fuel in the center tank. I agreed and after the call I informed maintenance that [maintenance control] would be calling them with a deferral change. Minutes later another [company] employee came into the flight deck and only after I asked who he was; identified himself as a maintenance supervisor and asked what the problem was. I explained the situation and told him that after consultation with dispatch and [maintenance control] the problem had been resolved with an MEL change. The supervisor left the flight deck.While waiting for the new MRD and RLS5; a flight operations representative appears and asks if he could help and if we had all the tools needed. I explained the issue and the solution. He commented that operations thought we were legal with the initial deferral and fuel in the center tank because 'the pumps needed to be covered with fuel.' This entire process from start to finish took 1:20. The new MRD and dispatch release were received and we departed uneventfully.What I didn't state in the original report is when maintenance figured out they would have to drain the center tank to satisfy the current MEL; they essentially paraded a line of people to persuade me to take an airplane that I knew was in violation of the current MEL.,
1494540,mel,We flew the flight with the following conditions: Right Center Tank Fuel Boost Pump - Inop/MEL; Left Main Fuel Quantity Indicator - Inop/MEL (blank); Center Tank fueled to 3300 pounds.Following the relevant right Center Boost Pump MEL procedure; we opened the cross feed valve after takeoff; leaving all main fuel pumps; and the single operating (left) center pump; ON. We normally see the center tank decrease before any main tank fuel is used; given the center pump's higher operating pressure. However; we quickly noticed the center and operating right main tank fuel quantity BOTH decreasing EQUALLY. We surmised this was because; while an operating center boost pump would 'overpower' both main pumps on that side; saving the (left) main tank; it would NOT keep the far side main tank fuel (right) from being used; even with the cross feed open (this was confirmed in a subsequent conversation with MX Control).We used the Fuel Used switch to confirm the total fuel used for both engines matched the fuel used only from the center tank and the right main. In other words; the left main tank's fuel was NOT being burned and an imbalance was rapidly developing; though; in this case; we could not SEE the imbalance because the left main quantity display was inop.We solved the problem by continuously monitoring the Fuel Used switches as the center tank depleted; then using conventional cross feed techniques based on fuel flow rate; elapsed time; and repeated fuel audits; to prevent an imbalance; and rebalance the main tanks as best we could; by cross feeding for what we calculated was the correct minutes and seconds; and then confirming with total fuel used versus the quantities we could see.The problem was that while the Center Tank Boost Pump MEL contained a rather cryptic note to 'be aware of a potential fuel imbalance developing;' it did not contemplate that the Pilot might not be able to 'see' the imbalance developing due to a second Fuel Quantity Indicator Inop MEL. It also did not note that single side main fuel might be used while the other main tank remained undetectably full; resulting in a 1;000 pound imbalance developing very rapidly; well before reaching cruise in a crowded terminal area or delayed climb (by my calculations; in only 10 to 12 minutes). Further; I was not certain whether the Crew would get an IMBAL Alert without both fuel quantity indicators; or; if they would; how difficult it would be for them to diagnose the problem correctly; especially if there was still center tank fuel in that tank complicating the math.I suggest that the Fuel Quantity Indicator and Center Boost Pump MEL's should not be allowed simultaneously; center tank fuel be disallowed with both MEL's; or; at minimum; that Crews be made aware of this risk with a more strongly worded vigilance note in the MEL; explaining the risk of an undetected imbalance rapidly developing after takeoff and how to monitor for it.,Dispatched on flight with an inop Left Main Wing Tank Quantity Gauge MEL (display blank) AND a Right Center Tank Pump inop MEL. During climb out as MEL procedures indicated; the fuel cross feed was opened. This should have allowed the center fuel tank with the SINGLE pump to fuel both engines due to the center tank pumps on the newer model aircraft producing a higher line pressure. We almost immediately noticed that although the center tank continued to drain so did the right main tank!With the right main draining at a fast rate of approximately 4;500 pounds per hour we quickly would have found ourselves in an imbalanced situation between main tanks. Compounding that problem is the unclear verbiage in the MEL as to whether an imbalance warning would even be triggered with a blank main tank display; and if it is triggered how would you police where the imbalance lies and by how much as there is no way to know quantity in left main tank and no way to know with center pump pressure suspect if any has been used from left main (as it clearly was being used from the right main).By quickly doing a fuel audit (fuel used from push versus sum of displayed center and right main quantity); we determined that the left main was untouched and suspected an approximate 600 to 700 pounds main tank imbalance. The right wing main tank pumps were turned off and the center (with cross feed still open) was drained almost to zero. Another fuel audit was completed with same end result of an estimated 600 to 700 pound imbalance. We balanced the main tanks by using indicated cruise burn rate versus clock and got down to within an estimated 100 pounds.Reason for the ASAP is that there is; in my opinion; a huge 'gotcha' in the combination of these two MEL's when combined and needs to be reviewed.Does the Imbalance Warning still function; and if so then how can you accurately police it with a blank gauge.MEL verbiage info to Crew change to reflect number 1 above.Policy chance to consider the center tank remain empty alleviating the above.Info addition to MEL if Center is fueled to state that the single center tank might not provide enough pressure to feed BOTH engines with cross feed open (as Maintenance Control subsequently explained to us was our situation and a known situation with the Newer Model Aircraft. This information will at least allow the Crews to be hyper aware of the potential problem of a quick imbalance. We were forced to deal with an unknown variable with a rapidly approaching imbalance while trying to climb on a SID out of [a busy terminal environment] with multiple prohibited airspace in a dynamic flight environment.
1504128,mel,Aircraft blocked out and returned to gate with write up 'LH engine anti ice valve stuck close with switch in on position' while performing MEL DMP step #4 states 'Rotate 90 degrees CLOCKWISE to lock open position'. Illustration indicates that the vane should be turned 90 degrees COUNTERCLOCKWISE. Verified illustration was the same as depicted on the valve of the aircraft. Contacted AMC for clarification they agreed vane should be rotated 90 degrees COUNTERCLOCKWISE. Performed DMP. Deferred valve per MEL.,
1506603,mel,I received a call from [Maintenance] Supervisor on speaker phone with Shift Manager. [The Supervisor] wanted to use MEL for #1 Main Fuel Tank Flight Deck Indicator. They were adamant that this was the correct MEL and that I was just interpreting the MEL incorrectly. This MEL is intended for the Refuel Control Panel Ind. We see this issue often with this MEL and Numerous other MEL's due to the way they are formatted in EDOCs. It is very concerning that it [got] misinterpreted by Technicians; Supervisor and Shift Managers. The Issue is the Title lines are combined on the header of the MEL with the name of the system; equipment; or location affected by the MEL on the first line and second and third line contain stipulations. In this case; the #1 Tank Fuel ind in the flt deck was reading incorrectly and they wanted to use MEL for the 'Refueling Control Panel Quantity Indicators' when the Flight Deck Fuel Qty Indicators are also Inoperative. Clearly to those of us that live in the MEL every day; this is incorrect; but I understand how it's easily misinterpreted. We often get calls from tech with this MEL as well as others with the same argument. This could be a safety of flight issue as the incorrect MEL could easily be added.,
1512659,mel,Upon arrival at gate we found that Spoiler Elevator Computer (SEC) 3 was written up inbound and there was a maintenance history concerning this system well. I called Dispatch and was connected to Maintenance Control to check on the status of a fix after briefly speaking with a mechanic at the gate (we were told a part was enroute). While talking with Maintenance Control I was told SEC 3 was to be deferred inop and I refused this aircraft in the interest of safety after completing the required calls. I felt it was not in the best interest to take this aircraft with a Flight Control deferral - especially after seeing the history and maintenance unable to track down the exact cause over the previous days. We were soon Dispatched with [new] aircraft (which was clean) and departed without further event enroute to ZZZ1.,
1514279,mel,I flew the Aircraft [where] the right reverser was deferred for an ELB (Electronic Log Book) item 'Amber REV light illuminated'. I flew the same Aircraft a month before; and the right reverser was already deferred (I do not recall now how long it had been deferred at that time). En route; the 'Amber REV Unlocked' light illuminated; which caused me to submit an ELB item 'REV unlocked light' since that indication should not have been present with the MEL used at that time.In between those two flights; I flew this Aircraft once more; with the right reverser deferred. (I tried to save the differed information from that flight but my company Electronic Flight Bag-EFB decided to erase my saved flights). The Maintenance action on clearly shows that the mechanic has worked on this problem multiple times and is frustrated by the lack of progress. I believe that this deferral must have been cleared at least a couple of times. My concern is that the aircraft routers think that this is like a simulator and it becomes 'new day; new airplane' with no mechanism to flag a chronic problem until conditions exist that force an aircraft refusal. I want to reiterate that I believe that maintenance has been doing everything in their power to fix this problem when the aircraft routers have allowed them the time to work on it.As an aside: due to the weather; this aircraft spent more than 24 hours on the ground in with no maintenance work performed: if only there were Boeing experts in the area! A contributing factor is the lack of a mechanism to flag chronic issues:•	Nine of the 20 history items that I could see yesterday were related to inflight entertainment. •	Three were 'Aircraft released from repair station' and the action listed [in a term]; which is not defined either in the Flight Operation Manual or the Flight Manual.•	One was routine oil service.Therefore; only seven of the 20 history even had a chance to be safety of flight related which effectively eliminates the Captain as a possible solution. To summarize; this same write up has been on this aircraft for over a month and our current system either cannot or does not 'flag' this to have the issue properly addressed.,
